model,condition,item_id,target,complete,consistency,majority_pred,majority_correct,unanimous
gpt4o_mini,zero_shot,10122,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10125,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10128,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10129,Atheism,True,1.0,FAVOR,False,True
gpt4o_mini,zero_shot,10130,Atheism,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10131,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10135,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10138,Atheism,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10144,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10145,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10147,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10148,Atheism,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10149,Atheism,True,0.6666666666666666,AGAINST,True,False
gpt4o_mini,zero_shot,10151,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10152,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10154,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10156,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10159,Atheism,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10160,Atheism,True,0.6666666666666666,AGAINST,True,False
gpt4o_mini,zero_shot,10165,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10166,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10169,Atheism,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10170,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10171,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10172,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10173,Atheism,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10174,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10175,Atheism,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10177,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10178,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10179,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10180,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10181,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10184,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10185,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10188,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10189,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10190,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10191,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10193,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10194,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10195,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10196,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10200,Atheism,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10206,Atheism,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10208,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10209,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10210,Atheism,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10212,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10213,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10216,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10217,Atheism,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10218,Atheism,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10224,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10226,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10228,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10229,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10231,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10233,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10236,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10237,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10238,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10240,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10241,Climate Change is a Real Concern,True,0.6666666666666666,NONE,False,False
gpt4o_mini,zero_shot,10242,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10243,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10244,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10246,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10247,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10248,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10250,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10252,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10254,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10255,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10256,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10257,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10258,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10259,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10260,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10261,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10262,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10265,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10266,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10267,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10268,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10269,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10270,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10272,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10273,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10274,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10275,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10276,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10277,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10278,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10279,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10280,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10281,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10283,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10285,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10287,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10288,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10289,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10290,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10291,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10293,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10294,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10295,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10296,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10297,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10299,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10301,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10302,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10303,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10304,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10305,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10306,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10307,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10308,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10311,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10312,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10313,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10314,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10315,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10316,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10317,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10318,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10321,Climate Change is a Real Concern,True,0.6666666666666666,FAVOR,True,False
gpt4o_mini,zero_shot,10322,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10323,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10324,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10325,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10326,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10327,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10329,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10331,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10332,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10334,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10336,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10338,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10339,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10341,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10343,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10344,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10345,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10347,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10348,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10349,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10350,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10351,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10353,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10355,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10356,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10357,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10358,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10359,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10362,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10366,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10367,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10368,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10369,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10373,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10374,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10375,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10376,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10377,Climate Change is a Real Concern,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10378,Climate Change is a Real Concern,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10379,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10381,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10382,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10383,Climate Change is a Real Concern,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10385,Climate Change is a Real Concern,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10388,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10389,Climate Change is a Real Concern,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10392,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10393,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10394,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10395,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10399,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10401,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10402,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10409,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10410,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10411,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10412,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10415,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10416,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10422,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10423,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10424,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10426,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10430,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10431,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10432,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10436,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10438,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10440,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10441,Feminist Movement,True,1.0,FAVOR,False,True
gpt4o_mini,zero_shot,10442,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10445,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10449,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10450,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10452,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10454,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10455,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10457,Feminist Movement,True,1.0,FAVOR,False,True
gpt4o_mini,zero_shot,10459,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10462,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10463,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10466,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10469,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10470,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10472,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10475,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10477,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10481,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10483,Feminist Movement,True,0.6666666666666666,NONE,True,False
gpt4o_mini,zero_shot,10484,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10487,Feminist Movement,True,0.6666666666666666,AGAINST,False,False
gpt4o_mini,zero_shot,10488,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10493,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10499,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10500,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10502,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10503,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10505,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10509,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10511,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10513,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10516,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10520,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10526,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10527,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10528,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10535,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10537,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10539,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10540,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10541,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10547,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10551,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10554,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10559,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10560,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10561,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10562,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10565,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10567,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10570,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10573,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10576,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10577,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10578,Feminist Movement,True,1.0,NONE,False,True
gpt4o_mini,zero_shot,10581,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10583,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10584,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10585,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10586,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10591,Feminist Movement,True,1.0,FAVOR,True,True
gpt4o_mini,zero_shot,10595,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10599,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10601,Feminist Movement,True,1.0,NONE,True,True
gpt4o_mini,zero_shot,10602,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10603,Feminist Movement,True,1.0,AGAINST,True,True
gpt4o_mini,zero_shot,10605,Feminist Movement,True,1.0,AGAINST,False,True
gpt4o_mini,zero_shot,10607,Feminist Movement,True,1.0,FAVOR,True,True
